,casnw.csv,dicp.csv,era.csv,erai.csv,gspcc.csv,hku.csv,hust.csv,iapcm.csv,nscccs.csv,nsccgz.csv,nsccjn.csv,nscctj.csv,nsccwx.csv,siat.csv,sjtu.csv,ssc.csv,ustc.csv,xjtu.csv,label_all
1008,25.6,45.54,40.82,62.31,3.57,0.78,74.25,97.21,64.8,99.16,0.0,92.43,78.11,53.57,71.96,86.9,73.68,0.0,0.0
1009,27.98,45.54,42.08,60.76,3.57,0.78,73.32,98.38,64.86,77.81,0.0,0.0,84.58,53.57,73.56,86.89,73.34,0.0,1.0
1010,28.77,45.49,39.51,60.76,3.57,0.78,71.47,98.35,64.86,76.66,0.0,92.43,84.68,53.57,73.79,86.89,74.03,0.0,0.0
1011,29.56,45.49,37.52,60.76,3.39,0.78,71.47,97.76,65.12,78.92,0.0,92.43,87.46,53.57,73.33,86.65,73.86,0.0,0.0
1012,68.45,46.22,41.33,60.76,3.39,0.78,69.62,97.76,65.56,81.63,0.0,92.43,85.24,53.57,72.42,86.89,73.86,0.0,0.0
1013,67.66,45.83,41.0,58.43,3.39,0.78,67.77,98.34,65.24,85.71,0.0,92.7,84.87,53.57,71.96,86.88,73.86,0.0,0.0
1014,81.15,44.97,38.49,58.43,3.39,0.78,66.84,98.34,64.23,79.65,0.0,92.7,83.52,53.57,71.28,86.64,73.34,0.0,0.0
1015,88.29,45.54,40.11,56.1,3.39,0.78,64.06,98.34,65.37,78.48,0.0,92.97,52.23,53.57,71.05,86.39,73.34,0.0,0.0
1016,89.88,45.88,40.19,56.1,3.39,0.78,63.14,98.32,64.86,77.71,0.0,92.97,52.71,53.57,70.59,86.38,73.17,0.0,0.0
1017,89.88,45.88,40.32,56.1,3.39,0.78,63.14,98.56,60.11,77.61,0.0,92.97,52.75,53.57,70.81,86.38,72.99,0.0,0.0
1018,89.88,45.88,41.91,58.43,3.39,0.78,63.14,98.56,61.0,77.39,0.0,92.43,81.33,53.57,70.12,86.26,72.3,0.0,0.0
1019,91.47,45.88,40.48,59.59,3.39,0.78,63.14,98.56,60.36,77.52,0.0,92.97,81.9,53.57,69.88,86.38,72.48,0.0,0.0
1020,91.47,45.44,39.03,58.43,3.39,0.78,60.36,98.56,60.55,77.72,0.0,92.97,81.75,53.57,70.32,86.39,72.82,0.0,0.0
1021,84.33,45.88,39.03,59.59,3.39,0.78,61.28,98.56,64.1,76.54,0.0,92.97,55.28,53.57,70.09,86.38,72.3,0.0,0.0
1022,82.74,45.88,38.31,60.76,3.57,0.78,61.28,98.56,64.1,76.02,0.0,92.97,55.24,53.57,70.08,86.86,72.3,0.0,0.0
1023,82.74,45.88,38.05,61.05,3.57,0.78,64.99,98.56,62.9,73.97,0.0,92.97,81.73,53.57,75.56,86.86,72.13,0.0,0.0
1024,46.22,8.43,36.89,60.76,3.57,0.78,64.06,98.56,62.58,77.19,0.0,92.97,55.31,53.57,77.38,86.86,72.48,77.98,1.0
1025,46.22,10.46,38.63,61.05,3.57,0.78,64.06,98.56,62.46,74.56,0.0,92.97,82.02,53.57,77.15,90.87,72.48,73.21,1.0
1026,63.69,45.54,39.05,61.05,3.57,0.78,63.14,98.56,62.33,76.52,0.0,92.97,55.99,53.57,76.7,90.87,72.99,0.0,0.0
1027,46.22,12.04,39.46,60.76,3.57,0.78,62.21,98.56,62.71,76.77,0.0,92.7,57.19,53.57,76.24,90.86,74.36,63.69,1.0
1028,46.22,9.63,39.22,60.66,3.57,0.78,60.36,98.56,61.69,85.03,0.0,92.97,64.23,53.57,75.78,90.61,73.67,61.31,1.0
1029,45.88,8.33,39.29,60.66,3.57,0.78,60.36,98.56,61.63,75.66,0.0,92.43,56.49,53.57,76.47,91.04,73.66,58.93,1.0
1030,55.75,45.88,38.95,61.24,3.57,0.78,60.36,98.56,62.33,90.35,0.0,91.35,55.9,53.57,74.87,86.82,73.48,0.0,0.0
1031,67.66,45.88,38.99,59.01,3.57,0.78,61.28,98.56,61.06,78.84,0.0,89.19,53.79,53.57,75.78,86.58,71.72,0.0,0.0
1032,86.71,46.22,39.23,58.33,3.57,0.78,61.28,98.56,61.31,77.35,0.0,92.97,78.99,53.57,76.03,86.1,71.73,0.0,0.0
1033,89.09,46.22,38.69,58.33,3.57,0.78,60.36,98.56,61.19,78.12,0.0,92.97,67.34,53.57,74.96,85.86,61.15,0.0,0.0
1034,77.98,45.88,39.22,59.88,3.57,0.78,67.77,98.56,60.87,80.53,0.0,92.97,54.05,53.57,75.8,86.61,61.14,0.0,0.0
1035,77.98,46.09,38.98,59.11,3.57,0.78,67.77,98.56,58.97,81.32,0.0,91.89,53.64,53.57,76.71,86.72,61.5,0.0,0.0
1036,85.12,45.88,38.54,58.33,3.57,0.78,66.84,98.56,57.45,75.13,0.0,90.81,79.94,53.57,76.71,86.72,61.86,0.0,0.0
1037,85.12,45.88,36.49,53.88,3.57,0.78,67.77,98.56,57.32,76.84,0.0,92.7,79.97,53.57,76.48,86.12,68.89,0.0,0.0
1038,79.56,45.88,48.89,53.88,3.57,0.78,67.77,98.56,58.97,75.07,0.0,92.7,79.66,53.57,76.27,85.88,69.07,0.0,0.0
1039,74.8,45.88,47.33,53.68,3.57,0.78,67.77,98.56,60.43,75.77,0.0,92.43,79.63,53.57,77.64,85.09,68.71,0.0,0.0
1040,67.66,45.31,46.93,53.68,3.57,0.78,67.77,97.98,59.16,83.29,0.0,92.97,79.95,53.57,77.41,85.56,68.51,0.0,0.0
1041,62.1,45.88,49.21,53.88,3.57,0.78,67.77,97.98,60.93,99.34,0.0,92.97,72.13,53.57,78.55,85.61,69.27,0.0,0.0
1042,54.96,46.58,48.28,52.71,3.57,0.78,71.47,97.98,59.29,77.01,0.0,92.97,72.39,53.57,79.71,85.6,68.51,0.0,0.0
1043,47.82,0.0,47.69,52.71,3.57,0.78,71.47,97.95,58.53,100.0,0.0,92.7,72.4,53.57,79.72,85.68,67.17,0.0,1.0
1044,47.82,0.0,48.02,53.88,3.57,0.78,71.47,97.95,58.59,97.89,0.0,92.43,48.53,53.57,78.35,85.56,68.86,0.0,1.0
1045,47.82,0.0,47.95,55.04,3.57,0.78,71.47,97.95,59.1,90.81,0.0,92.97,78.13,53.57,78.12,85.32,66.99,0.0,1.0
1046,43.06,45.88,42.84,50.39,3.57,0.78,69.62,97.95,59.54,99.54,0.0,92.16,85.75,53.57,78.57,85.31,66.99,0.0,0.0
1047,43.06,45.54,39.52,50.39,3.57,0.78,66.84,97.93,59.54,96.76,0.0,92.97,42.63,53.57,77.44,84.41,66.99,0.0,0.0
1048,43.06,45.54,36.22,50.39,3.57,0.78,64.99,97.93,59.16,71.03,0.0,90.27,71.09,53.57,75.16,85.31,66.99,0.0,0.0
1049,46.22,11.7,47.89,50.19,3.57,0.78,64.99,97.93,59.16,70.5,0.0,90.81,71.35,53.57,76.74,85.19,66.99,43.06,0.0
1050,40.67,46.22,48.94,50.19,3.57,0.78,64.06,98.42,57.32,70.37,0.0,92.43,85.86,53.57,75.88,85.19,66.99,0.0,0.0
1051,45.54,8.89,45.92,47.87,3.57,0.78,64.06,98.66,57.26,70.2,0.0,91.89,86.05,53.57,75.88,88.03,66.99,40.67,0.0
1052,39.88,45.88,37.72,47.87,3.57,0.78,64.06,98.66,58.78,70.3,0.0,92.7,85.69,53.57,75.66,88.02,66.64,0.0,0.0
1053,37.5,45.88,36.83,45.64,3.57,0.78,64.06,97.49,58.34,69.11,0.0,92.43,85.34,53.57,76.06,88.02,66.82,0.0,0.0
1054,37.5,45.88,35.51,43.41,3.57,0.78,61.28,97.47,58.27,65.34,0.0,92.16,84.64,53.57,76.03,87.78,66.47,0.0,0.0
1055,37.5,45.92,36.37,43.41,3.57,0.78,60.36,97.47,58.59,65.54,0.0,92.43,84.29,53.57,76.01,87.99,65.41,0.0,0.0
1056,37.5,45.88,36.37,43.41,3.57,0.78,58.51,97.44,58.02,68.65,0.0,92.43,83.7,53.57,75.54,87.98,65.59,0.0,0.0
1057,37.5,45.88,36.37,43.31,3.57,0.78,57.58,97.44,58.02,67.09,0.0,92.97,82.66,53.57,75.31,95.56,65.59,0.0,0.0
1058,37.5,45.54,36.37,43.31,3.57,0.78,56.66,97.44,58.02,65.34,0.0,92.97,81.95,53.57,74.86,95.52,65.59,0.0,0.0
1059,37.5,45.54,35.37,43.22,3.57,0.78,55.73,97.44,58.02,65.3,0.0,92.7,81.25,53.57,74.86,95.52,65.59,0.0,0.0
1060,35.91,45.23,35.37,43.22,3.57,0.78,55.73,97.44,58.02,68.34,0.0,92.7,80.95,53.57,74.86,95.28,65.41,0.0,0.0
1061,35.91,45.54,35.4,43.22,3.57,0.78,54.8,99.2,58.02,72.58,0.0,92.7,81.23,53.57,74.17,95.27,65.41,0.0,0.0
1062,35.91,45.54,35.4,43.22,3.57,0.78,54.8,99.2,57.95,67.35,0.0,91.62,81.23,53.57,73.26,93.33,65.41,0.0,0.0
1063,35.91,45.41,35.4,43.22,3.57,0.78,53.88,99.17,56.18,71.06,0.0,91.62,80.88,53.57,73.26,93.61,64.65,0.0,0.0
1064,34.33,45.41,35.4,43.22,3.21,0.78,52.95,98.59,56.37,71.05,0.0,92.7,80.71,53.57,73.26,93.61,64.91,0.0,0.0
1065,34.33,45.36,35.34,43.22,3.21,0.78,52.95,98.0,56.37,71.45,0.0,91.89,80.54,53.57,72.8,93.56,64.66,0.0,0.0
1066,45.41,4.54,35.34,43.22,3.21,0.78,52.95,97.98,56.24,71.92,0.0,91.89,80.55,53.57,72.8,94.51,0.0,34.33,1.0
1067,34.33,45.41,35.34,43.22,3.21,0.78,52.95,97.98,56.24,71.28,0.0,92.97,80.54,53.57,71.89,94.51,61.28,0.0,0.0
1068,32.74,45.41,35.34,43.22,3.21,0.78,52.95,97.98,56.24,66.82,0.0,90.81,81.48,53.57,71.86,94.51,61.28,0.0,0.0
1069,32.74,45.41,35.37,43.22,3.21,0.78,52.95,96.78,56.18,65.62,0.0,90.81,81.47,53.57,71.63,94.51,61.47,0.0,0.0
1070,31.94,45.41,35.02,43.22,3.21,0.78,52.03,99.07,56.18,72.17,0.0,90.81,81.47,53.57,70.27,93.93,65.04,0.0,0.0
1071,31.94,45.36,34.44,43.22,3.21,0.78,52.03,98.49,56.05,67.75,0.0,91.35,81.47,53.57,70.04,95.88,65.04,0.0,0.0
1072,31.94,45.05,34.15,43.22,3.21,0.78,51.1,98.49,56.05,71.54,0.0,90.0,81.46,53.57,69.58,95.67,68.52,0.0,0.0
1073,31.94,45.96,33.86,43.22,3.21,0.78,50.17,98.49,56.36,70.74,0.0,88.92,81.46,53.57,69.12,95.43,67.66,0.0,0.0
1074,25.19,16.94,37.43,3.97,3.57,0.78,99.61,57.13,75.61,0.0,95.98,78.85,62.5,69.24,80.52,71.3,68.25,45.66,0.0
1075,22.41,20.2,34.79,3.97,3.57,0.78,99.61,57.06,75.67,0.0,95.98,78.75,62.5,70.15,80.04,71.33,66.67,45.62,0.0
1076,21.3,20.2,56.95,3.97,3.57,0.78,99.61,56.05,87.07,0.0,95.98,76.73,62.5,70.84,79.56,71.28,60.32,45.54,0.0
1077,20.19,20.2,65.09,3.88,3.57,0.78,99.61,55.93,86.21,0.0,97.64,76.55,62.5,70.84,78.92,71.07,60.32,45.13,0.0
1078,13.52,20.2,57.51,3.88,3.57,0.78,99.61,57.32,83.02,0.0,97.64,76.69,62.5,70.62,78.92,71.68,57.14,45.83,0.0
1079,13.52,23.47,41.64,3.88,3.57,0.78,99.03,57.06,79.07,0.0,94.92,39.66,62.5,71.31,80.45,72.02,55.56,45.54,0.0
1080,13.52,23.47,38.82,3.78,3.57,0.78,99.03,57.25,73.95,0.0,97.73,74.05,62.5,69.4,79.77,72.02,55.56,45.54,0.0
1081,11.67,23.47,40.26,3.78,3.57,0.78,99.03,57.13,82.54,0.0,97.73,71.26,62.5,68.03,80.24,71.62,55.56,45.88,0.0
1082,11.48,62.65,44.28,3.78,3.57,0.78,99.03,56.75,84.94,0.0,97.73,71.43,62.5,68.71,79.44,71.62,55.56,45.54,0.0
1083,9.07,69.18,44.86,3.78,3.57,0.78,99.03,56.62,88.71,0.0,97.73,74.85,62.5,66.24,79.68,73.06,55.56,45.54,0.0
1084,9.07,65.92,35.67,3.78,3.57,0.78,99.03,56.43,86.42,0.0,97.73,74.92,62.5,64.87,79.96,73.06,53.97,45.54,0.0
1085,8.52,49.59,39.51,3.78,3.57,0.78,99.03,56.56,78.89,0.0,97.73,75.64,62.5,63.51,79.76,72.71,61.11,45.54,0.0
1086,7.96,46.33,36.76,3.88,3.57,0.78,99.03,56.43,80.49,0.0,97.73,72.46,62.5,63.51,78.84,72.88,57.94,46.18,0.0
1087,5.93,59.39,40.21,3.78,3.57,0.78,99.01,56.05,88.02,0.0,97.73,74.14,62.5,63.15,78.84,72.88,55.56,45.88,0.0
1088,5.93,69.18,36.73,3.78,3.57,0.78,99.01,56.62,87.45,0.0,97.73,74.07,62.5,63.15,78.48,72.88,55.56,45.88,0.0
1089,7.04,69.18,33.72,3.78,3.57,0.78,99.01,55.93,86.08,0.0,97.73,74.2,62.5,63.15,78.11,72.88,55.56,45.88,0.0
1090,5.93,69.18,32.18,3.78,3.57,0.78,99.01,55.99,85.74,0.0,97.73,74.44,62.5,62.02,78.16,73.17,55.56,45.88,0.0
1091,6.48,69.18,30.03,3.78,3.57,0.78,99.01,56.05,77.47,0.0,97.73,73.81,62.5,61.11,78.16,72.89,55.56,46.22,0.0
1092,6.48,69.18,30.26,3.78,3.57,0.78,99.01,50.67,76.95,0.0,97.73,74.82,62.5,61.12,78.41,72.31,55.56,45.7,0.0
1093,6.48,69.18,30.64,3.78,3.57,0.78,99.01,50.67,85.51,0.0,97.73,71.69,62.5,60.67,78.65,72.31,55.56,45.88,0.0
1094,5.93,69.18,30.64,3.78,3.57,0.78,99.01,50.86,86.82,0.0,97.73,72.74,62.5,62.04,78.65,72.14,55.56,45.88,0.0
1095,5.56,69.18,30.64,3.78,3.57,0.78,99.01,50.67,86.82,0.0,97.28,74.54,62.5,59.74,79.37,72.2,55.56,45.88,0.0
1096,5.37,69.18,30.83,3.97,3.39,0.78,99.01,50.74,78.84,0.0,97.73,74.3,62.5,60.42,79.85,72.2,58.73,45.83,0.0
1097,5.37,69.18,31.29,6.1,3.57,0.78,99.01,50.93,79.05,0.0,97.73,77.86,62.5,60.2,79.73,71.85,57.14,46.22,0.0
1098,5.37,69.18,31.4,8.43,3.57,0.78,99.01,51.18,87.61,0.0,97.73,77.5,62.5,60.88,79.49,71.85,58.73,45.88,0.0
1099,5.37,69.18,31.4,10.76,3.57,0.78,99.01,51.24,86.42,0.0,97.73,74.31,62.5,60.2,79.49,72.14,58.73,45.88,0.0
1100,5.37,69.18,31.79,10.85,3.57,0.78,99.01,51.24,89.19,0.0,97.73,77.51,62.5,59.74,79.61,71.1,60.32,46.22,0.0
1101,10.93,69.18,30.6,11.05,3.57,0.78,99.01,51.43,85.68,0.0,97.73,77.49,62.5,61.79,79.37,72.28,58.73,45.88,0.0
1102,10.93,69.18,30.83,10.76,3.57,0.78,99.01,57.06,75.24,0.0,97.73,77.88,62.5,61.79,79.73,71.45,58.73,46.22,0.0
1103,10.93,69.18,30.83,10.66,3.57,0.78,99.01,56.75,77.23,0.0,97.73,75.15,62.5,60.2,81.29,71.61,58.73,46.22,0.0
1104,10.93,69.18,30.68,10.66,3.57,0.78,97.84,56.81,86.1,0.0,97.73,75.15,62.5,60.65,80.69,71.27,56.35,45.88,0.0
1105,10.93,69.18,40.78,10.76,3.57,0.78,97.84,56.81,83.69,0.0,97.73,48.44,62.5,57.46,80.33,71.47,56.35,45.88,0.0
1106,9.07,69.18,50.67,10.95,3.57,0.78,97.84,56.68,82.9,0.0,97.51,50.38,62.5,56.55,79.61,71.07,56.35,46.22,0.0
1107,7.22,69.18,66.06,10.95,3.57,0.78,97.84,56.87,82.14,0.0,96.37,50.38,62.5,56.55,77.92,71.99,56.35,41.41,0.0
1108,7.22,69.18,64.38,10.95,3.57,0.78,97.84,56.81,70.9,0.0,96.37,50.38,62.5,57.69,77.68,71.78,54.76,41.75,0.0
1109,7.22,69.18,34.52,10.95,3.57,0.78,97.84,56.68,72.1,0.0,95.92,77.41,62.5,58.14,77.44,71.44,54.76,41.75,0.0
1110,7.22,65.92,31.54,11.05,3.57,0.78,97.84,56.75,82.21,0.0,96.15,83.32,62.5,58.14,78.41,71.44,53.97,42.06,0.0
1111,7.22,48.16,29.61,8.72,3.57,0.78,97.84,56.68,83.94,0.0,96.15,81.63,62.5,57.23,77.68,71.44,53.97,41.75,0.0
1112,5.37,35.1,29.62,8.72,3.57,0.78,97.84,56.68,85.7,0.0,96.15,81.64,62.5,58.51,79.61,70.7,53.97,41.75,0.0
1113,5.37,31.84,30.08,8.72,3.57,0.78,97.84,56.68,81.11,0.0,96.15,79.28,62.5,59.43,78.53,70.87,51.59,42.06,0.0
1114,5.19,28.57,59.31,8.72,3.57,0.78,97.84,56.68,77.25,0.0,96.15,79.94,62.5,58.5,77.8,70.87,51.59,41.75,0.0
1115,5.19,25.31,39.32,8.72,3.57,0.78,98.43,56.05,87.16,0.0,96.15,79.95,62.5,59.41,77.8,70.52,51.59,41.45,0.0
1116,5.19,15.51,33.0,8.72,3.57,0.78,98.43,56.18,86.85,0.0,96.15,79.3,62.5,60.08,73.64,71.04,50.79,42.06,0.0
1117,5.19,12.24,33.81,8.72,3.57,0.78,98.43,56.24,86.82,0.0,96.15,74.55,62.5,60.08,78.21,70.52,50.0,42.06,0.0
1118,5.19,12.24,30.82,8.82,3.57,0.78,99.01,56.12,77.64,0.0,96.15,74.6,62.5,59.85,78.21,70.52,50.0,41.41,0.0
1119,5.19,12.24,30.93,8.82,3.57,0.78,99.01,56.12,87.1,0.0,96.15,74.58,62.5,59.68,77.48,70.52,50.0,41.11,0.0
1120,5.19,8.98,30.93,8.72,3.57,0.78,99.01,56.05,85.57,0.0,96.15,74.87,62.5,59.46,77.24,70.52,50.0,41.75,0.0
1121,5.19,8.98,30.93,11.05,3.57,0.78,99.01,56.05,85.54,0.0,96.15,78.97,62.5,61.05,77.0,70.52,48.41,41.54,0.0
1122,5.19,8.98,48.16,8.72,3.57,0.78,99.01,55.93,85.12,0.0,96.15,78.98,62.5,61.05,76.64,70.52,48.41,41.75,0.0
1123,5.19,8.98,43.79,10.95,3.57,0.78,99.01,55.86,75.14,0.0,96.15,78.25,62.5,61.05,75.92,70.52,48.41,42.06,0.0
1124,5.19,8.98,31.97,11.24,3.57,0.78,99.01,55.93,90.93,0.0,95.92,44.15,62.5,61.05,79.55,70.52,48.41,42.06,0.0
1125,5.19,8.98,51.43,10.85,3.57,0.78,99.01,55.93,90.27,0.0,95.92,79.16,62.5,61.05,82.21,70.87,48.41,41.11,0.0
1126,5.19,8.98,46.92,10.85,3.57,0.78,99.01,55.93,89.23,0.0,94.78,82.39,62.5,61.05,82.08,70.44,48.41,41.45,0.0
1127,5.19,8.98,44.08,10.85,3.57,0.78,99.01,55.8,83.36,0.0,94.33,80.19,62.5,61.0,82.08,69.75,48.41,41.28,0.0
1128,5.19,8.98,39.45,10.85,3.57,0.78,97.84,55.67,84.88,0.0,92.06,80.19,62.5,60.54,81.35,69.75,46.03,41.75,0.0
1129,5.19,8.98,41.02,10.85,3.57,0.78,97.84,55.61,84.72,0.0,91.61,80.19,62.5,60.54,79.55,69.75,46.03,41.45,0.0
1130,5.19,8.98,30.46,10.85,3.57,0.78,97.84,55.55,83.36,0.0,91.61,79.73,62.5,60.54,77.76,72.21,46.03,41.24,0.0
1131,5.19,8.98,44.79,10.85,3.57,0.78,97.84,55.55,74.83,0.0,91.61,79.73,62.5,60.54,77.71,72.21,46.03,41.45,0.0
1132,5.19,8.98,30.61,10.85,3.57,0.78,97.84,55.42,84.1,0.0,87.53,79.7,62.5,59.61,77.71,71.87,46.03,41.45,0.0
1133,5.19,8.98,30.63,10.85,3.57,0.78,97.84,55.42,83.95,0.0,86.17,67.63,62.5,59.61,77.78,71.87,46.03,41.45,0.0
1134,5.19,8.98,30.55,10.85,3.57,0.78,97.84,55.42,81.98,0.0,87.98,67.63,62.5,59.61,78.51,71.87,46.03,41.45,0.0
1135,5.19,8.98,30.55,10.85,3.57,0.78,97.84,55.42,81.49,0.0,89.57,67.62,62.5,59.61,78.06,71.87,46.03,40.98,0.0
1136,5.19,8.98,30.51,10.85,3.57,0.78,97.84,55.36,72.0,0.0,89.12,79.6,62.5,59.38,77.58,71.87,46.03,41.45,0.0
1137,5.19,8.98,30.63,10.85,3.57,0.78,97.84,55.36,74.08,0.0,89.8,80.07,62.5,59.38,77.58,72.39,46.03,41.45,0.0
1138,5.19,8.98,30.63,10.85,3.57,0.78,97.84,55.29,74.85,0.0,88.66,80.07,62.5,59.38,78.52,72.39,46.03,41.45,0.0
1139,5.19,8.98,30.4,10.85,3.57,0.78,98.43,55.1,73.06,0.0,88.89,80.07,62.5,59.38,78.11,72.21,46.03,41.75,0.0
1140,5.19,8.98,30.43,10.85,3.57,0.78,98.43,55.04,73.37,0.0,90.7,80.07,62.5,59.21,77.66,72.21,46.03,41.75,0.0
1141,5.19,8.98,30.4,10.85,3.57,0.78,98.43,55.04,73.78,0.0,90.7,80.06,62.5,59.21,78.02,72.21,46.03,41.45,0.0
1142,5.19,8.98,30.4,10.85,3.57,0.78,98.43,55.04,74.04,0.0,90.37,80.07,62.5,59.21,77.8,72.21,46.03,41.45,0.0
1143,5.19,8.98,30.67,8.53,3.57,0.78,98.43,55.04,74.13,0.0,89.57,80.06,62.5,59.21,76.62,72.21,46.03,41.75,0.0
1144,5.19,8.98,30.67,8.53,3.57,0.78,98.43,55.04,73.99,0.0,87.76,79.03,62.5,59.0,76.03,72.21,46.03,41.75,0.0
1145,5.19,8.98,30.77,8.53,3.57,0.78,98.43,55.04,74.23,0.0,87.76,79.03,62.5,58.74,76.94,72.21,46.03,41.45,0.0
1146,5.19,8.98,30.77,8.53,3.57,0.78,98.43,54.98,73.87,0.0,87.76,79.03,62.5,57.6,78.22,71.18,46.03,41.37,0.0
1147,5.19,8.98,30.77,8.53,3.57,0.78,98.43,54.98,73.29,0.0,87.76,79.02,62.5,56.86,78.22,71.01,46.03,41.45,0.0
1148,5.19,8.98,30.23,8.53,3.57,0.78,98.43,54.41,72.59,0.0,86.62,79.02,62.5,56.76,73.97,71.01,46.03,41.45,0.0
1149,5.19,8.98,30.11,8.53,3.57,0.78,98.43,54.41,71.77,0.0,86.62,79.02,62.5,56.63,74.72,71.01,46.03,41.45,0.0
1150,5.19,8.98,30.11,8.53,3.57,0.78,98.43,54.09,71.56,0.0,86.62,79.02,62.5,56.4,76.21,71.01,46.03,41.45,0.0
1151,5.19,8.98,30.11,8.53,3.57,0.78,98.43,54.09,70.89,0.0,85.71,79.02,62.5,57.32,74.8,71.7,46.03,41.75,0.0
1152,5.0,8.98,29.88,8.53,3.57,0.78,98.43,54.03,70.64,0.0,85.71,79.02,62.5,57.32,73.54,70.67,42.86,41.45,0.0
1153,5.0,8.98,29.81,8.53,3.57,0.78,98.43,54.03,70.39,0.0,85.71,79.02,62.5,57.32,73.74,71.7,42.86,41.45,0.0
1154,5.0,8.98,30.0,8.53,3.57,0.78,99.01,52.07,70.33,0.0,85.49,79.02,62.5,57.32,73.74,71.7,42.86,41.75,0.0
1155,5.0,8.98,30.0,8.53,3.57,0.78,99.01,52.07,70.08,0.0,85.49,79.02,62.5,57.33,72.9,71.7,42.86,41.45,0.0
1156,5.0,8.98,30.0,8.53,3.57,0.78,99.01,52.07,70.09,0.0,85.03,79.02,62.5,58.23,72.5,71.21,42.86,41.45,0.0
1157,5.0,8.98,29.88,8.53,3.57,0.78,99.01,52.0,69.92,0.0,83.9,79.02,62.5,59.6,71.54,71.04,42.86,41.45,0.0
1158,5.0,8.98,31.11,8.53,3.57,0.78,99.01,52.0,70.09,0.0,82.09,79.02,62.5,59.37,73.52,71.04,42.86,41.75,0.0
1159,5.0,8.98,30.99,8.53,3.57,0.78,99.01,52.07,69.65,0.0,80.27,79.02,62.5,59.37,73.15,70.64,42.86,41.75,0.0
1160,5.0,8.98,30.76,8.53,3.57,0.78,98.43,51.88,69.67,0.0,80.27,80.04,62.5,59.37,72.58,70.64,42.86,41.45,0.0
1161,5.0,8.98,30.65,8.53,3.57,0.78,98.43,51.94,69.71,0.0,80.27,80.05,62.5,59.37,71.45,70.64,42.86,41.45,0.0
1162,5.0,8.98,30.91,8.53,3.57,0.78,98.43,51.88,69.6,0.0,80.27,80.05,62.5,59.37,72.59,70.64,42.86,41.45,0.0
1163,5.0,8.98,30.88,8.53,3.57,0.78,98.43,51.81,68.71,0.0,79.37,80.05,62.5,59.2,76.33,70.64,42.86,41.45,0.0
1164,5.0,8.98,37.77,8.53,3.57,0.78,98.43,52.51,69.3,0.0,79.82,80.05,62.5,59.2,72.26,70.64,42.86,41.75,0.0
1165,5.0,8.98,38.05,8.53,3.57,0.78,96.68,52.57,66.73,0.0,87.07,81.67,62.5,59.88,67.35,70.44,42.86,41.45,0.0
1166,5.0,8.98,31.16,8.53,3.57,0.78,96.68,51.94,65.2,0.0,87.07,81.67,62.5,59.88,68.45,70.44,42.86,41.45,0.0
1167,5.19,8.98,30.93,8.53,3.57,0.78,96.68,52.51,64.18,0.0,87.53,81.68,62.5,59.88,73.76,70.44,42.86,41.45,0.0
1168,5.0,8.98,30.93,8.53,3.57,0.78,96.68,51.88,64.29,0.0,87.3,81.68,62.5,59.88,73.04,70.44,51.59,41.75,0.0
1169,5.0,8.98,30.93,8.53,3.57,0.78,96.68,51.62,79.04,0.0,85.49,81.7,62.5,60.05,73.76,70.44,51.59,41.45,0.0
1170,5.0,8.98,31.18,8.53,3.57,0.78,96.68,52.07,79.48,0.0,85.49,81.69,62.5,59.6,73.52,71.56,51.59,41.45,0.0
1171,5.0,8.98,31.21,8.53,3.57,0.78,96.1,51.5,80.97,0.0,84.58,81.58,62.5,58.23,74.0,71.38,51.59,41.75,0.0
1172,5.0,8.98,31.11,6.2,3.57,0.78,98.43,51.62,77.8,0.0,84.58,81.62,62.5,59.84,74.0,71.38,51.59,41.75,0.0
1173,5.0,8.98,31.11,6.2,3.57,0.78,98.43,51.75,75.93,0.0,84.13,81.64,62.5,63.03,74.48,71.21,51.59,41.45,0.0
1174,5.0,8.98,30.67,6.2,3.57,0.78,98.43,51.69,85.26,0.0,82.09,81.62,62.5,66.0,76.48,71.41,51.59,41.45,0.0
1175,5.19,8.98,30.39,6.2,3.57,0.78,98.43,51.94,85.51,0.0,82.09,81.63,62.5,67.37,75.48,71.93,51.59,41.45,0.0
1176,5.0,8.98,30.28,6.2,3.57,0.78,98.43,52.45,86.04,0.0,82.09,81.65,62.5,66.31,74.36,73.68,50.79,41.75,0.0
1177,5.0,16.94,30.28,6.2,3.57,0.78,99.01,52.95,76.56,0.0,83.18,81.63,62.5,65.82,74.12,72.99,50.79,41.45,0.0
1178,5.0,16.94,30.2,6.2,3.57,0.78,99.01,52.95,88.38,0.0,82.0,82.22,62.5,67.18,74.48,72.82,50.79,41.45,0.0
1179,5.0,16.94,30.05,6.2,3.57,0.78,99.01,53.14,88.46,0.0,83.14,82.22,62.5,66.04,74.64,71.96,50.79,41.45,0.0
1180,5.0,16.94,29.93,6.2,3.57,0.78,99.01,52.95,92.21,0.0,86.1,82.22,62.5,66.04,74.4,71.96,50.79,41.45,0.0
1181,5.0,8.98,30.05,6.2,3.57,0.78,99.01,53.33,92.17,0.0,86.33,82.59,62.5,67.64,74.88,71.96,50.79,41.93,0.0
1182,5.0,16.94,29.95,6.3,3.57,0.78,99.01,53.14,83.04,0.0,86.56,83.02,62.5,66.27,74.88,71.76,50.79,41.75,0.0
