,casnw.csv,dicp.csv,era.csv,erai.csv,gspcc.csv,hku.csv,hust.csv,iapcm.csv,nscccs.csv,nsccgz.csv,nsccjn.csv,nscctj.csv,nsccwx.csv,siat.csv,sjtu.csv,ssc.csv,ustc.csv,xjtu.csv,label_all
429,63.67,52.42,47.0,26.16,3.57,0.78,56.54,86.82,60.05,99.94,0.0,87.84,86.31,46.87,76.18,85.92,76.43,0.0,0.0
430,63.67,52.42,41.78,26.16,3.57,0.78,55.61,86.82,61.01,0.0,0.0,87.3,86.25,46.87,76.18,86.4,76.43,0.0,1.0
431,63.67,52.83,40.14,26.16,3.57,0.78,51.91,86.82,61.33,99.94,0.0,86.22,86.26,46.87,79.49,86.4,76.43,0.0,0.0
432,63.67,52.42,40.33,26.16,3.57,0.78,51.91,85.66,61.33,99.13,0.0,87.03,86.27,46.87,78.58,86.39,75.82,0.0,0.0
433,63.67,52.34,39.86,26.16,3.57,0.78,50.98,85.66,61.27,99.48,0.0,85.95,86.48,46.87,78.35,86.39,76.0,0.0,0.0
434,62.11,52.34,39.58,26.16,3.57,0.78,51.91,85.66,61.33,98.95,0.0,85.14,86.48,46.87,79.15,86.39,75.13,0.0,0.0
435,62.11,52.71,39.63,26.16,3.57,0.78,51.91,85.66,61.33,99.24,0.0,87.03,86.45,46.87,78.65,86.39,74.78,0.0,0.0
436,62.11,52.83,39.0,26.16,3.57,0.78,51.91,85.66,61.33,98.77,0.0,85.95,86.37,46.87,79.32,86.39,75.74,0.0,0.0
437,53.12,10.32,39.52,26.16,3.57,0.78,51.91,85.66,61.21,0.0,86.22,86.69,46.87,78.65,86.39,75.65,0.0,61.72,4.0
438,60.55,52.19,44.38,26.16,3.57,0.78,51.91,85.66,61.21,99.0,0.0,86.22,86.65,46.87,78.59,86.39,75.22,0.0,0.0
439,62.11,52.42,40.22,26.16,3.57,0.78,51.91,85.66,61.27,97.72,0.0,89.46,86.63,46.87,74.94,86.39,75.22,0.0,0.0
440,64.45,53.26,44.32,26.16,3.57,0.78,50.98,85.66,60.5,0.0,0.0,88.92,86.61,46.87,77.8,86.39,74.87,0.0,1.0
441,52.45,11.46,42.88,26.16,3.57,0.78,50.98,89.15,60.5,0.0,89.19,86.39,46.87,78.14,86.15,74.87,0.0,62.89,4.0
442,62.89,52.83,42.85,26.16,3.57,0.78,50.98,89.15,60.37,92.85,0.0,88.38,86.3,46.87,73.9,86.39,74.7,0.0,0.0
443,62.89,53.55,42.85,26.16,3.57,0.78,50.98,89.15,60.82,96.55,0.0,87.3,86.15,46.87,75.01,86.39,75.13,0.0,0.0
444,52.83,6.63,42.85,26.16,3.57,0.78,50.98,86.82,60.76,95.37,0.0,86.49,86.12,46.87,85.91,75.13,0.0,62.89,1.0
445,62.89,65.39,42.76,26.16,3.57,0.78,51.91,86.82,60.76,94.79,0.0,88.11,86.08,46.87,73.37,86.39,75.13,0.0,0.0
446,62.89,65.03,42.76,26.16,3.57,0.78,52.84,86.82,60.44,94.5,0.0,89.73,85.69,46.87,77.04,86.39,75.13,0.0,0.0
447,61.72,65.03,42.76,26.16,3.57,0.78,52.84,86.82,60.56,99.36,0.0,89.73,85.71,46.87,76.51,86.39,74.09,0.0,0.0
448,61.72,65.03,42.37,23.84,3.57,0.78,56.54,86.82,60.69,95.14,0.0,89.19,85.71,46.87,77.31,86.75,74.09,0.0,0.0
449,58.98,64.47,45.61,23.84,3.57,0.78,61.17,84.5,61.01,95.67,0.0,88.65,85.92,46.87,76.85,86.24,74.09,0.0,0.0
450,57.81,64.47,49.51,23.84,3.57,0.78,63.02,84.5,61.08,96.73,0.0,89.19,85.84,46.87,76.57,86.15,74.0,0.0,0.0
451,57.81,65.03,50.6,23.84,3.57,0.78,67.65,84.5,60.95,97.33,0.0,90.81,85.94,46.87,76.57,86.15,73.66,0.0,0.0
452,57.81,65.03,50.6,23.84,3.57,0.78,66.72,84.47,62.75,96.91,0.0,93.24,85.87,46.87,76.78,86.15,73.31,0.0,0.0
453,57.81,65.03,55.34,23.84,3.57,0.78,67.65,84.47,62.75,96.3,0.0,92.97,85.85,46.87,76.73,86.39,72.7,0.0,0.0
454,57.81,64.89,56.17,23.84,3.57,0.78,67.65,84.47,62.62,96.29,0.0,92.7,85.74,46.87,76.73,86.15,72.7,0.0,0.0
455,57.81,64.34,60.15,24.22,3.57,0.78,67.65,84.47,62.62,96.17,0.0,92.7,86.17,46.87,79.46,86.35,72.7,0.0,0.0
456,57.81,64.34,60.15,24.22,3.57,0.78,67.65,84.47,62.55,99.76,0.0,92.97,86.07,46.87,79.01,86.27,73.17,0.0,0.0
457,56.64,63.8,63.56,24.32,3.57,0.78,67.65,84.47,62.55,95.38,0.0,94.05,86.02,46.87,79.01,86.39,73.11,0.0,0.0
458,54.3,63.8,63.56,24.32,3.57,0.78,67.65,84.47,62.43,95.32,0.0,94.05,86.15,46.87,79.01,86.39,73.34,0.0,0.0
459,54.3,64.34,58.57,24.32,3.57,0.78,67.65,84.47,62.49,98.84,0.0,93.78,86.58,46.87,79.01,86.39,73.63,0.0,0.0
460,51.95,64.23,58.57,24.32,3.57,0.78,67.65,82.15,62.49,98.72,0.0,93.78,86.55,46.87,79.01,85.19,73.45,0.0,0.0
461,50.39,63.8,62.78,24.32,3.57,0.78,67.65,82.15,60.95,95.26,0.0,93.24,86.51,46.87,79.01,85.07,72.99,0.0,0.0
462,48.05,59.64,62.78,24.32,3.57,0.78,67.65,82.15,60.76,100.0,0.0,93.78,86.47,46.87,79.01,85.07,72.91,0.0,0.0
463,48.05,59.21,62.78,24.32,3.57,0.78,66.72,82.15,60.82,95.73,0.0,93.78,86.06,46.87,78.09,85.07,72.73,0.0,0.0
464,46.87,59.64,62.39,24.22,3.57,0.78,66.72,82.15,62.62,94.58,0.0,94.05,86.45,46.87,78.09,84.99,73.43,0.0,0.0
465,46.87,59.64,62.0,24.22,3.57,0.78,66.72,82.15,61.98,96.1,0.0,94.05,86.02,46.87,78.09,84.99,73.43,0.0,0.0
466,45.7,59.64,62.47,24.22,3.57,0.78,74.13,82.15,62.1,99.88,0.0,94.05,86.02,46.87,78.09,84.98,73.86,0.0,0.0
467,45.7,59.64,62.47,24.22,3.57,0.78,74.13,82.27,60.22,99.82,0.0,94.05,85.99,46.87,78.09,84.98,73.86,0.0,0.0
468,45.7,60.13,61.88,24.13,3.57,0.78,74.13,82.27,60.48,96.64,0.0,94.05,86.33,46.87,78.09,84.98,73.77,0.0,0.0
469,45.7,59.15,57.48,24.13,3.57,0.78,75.98,82.24,59.45,99.81,0.0,94.05,85.92,46.87,78.09,84.98,73.77,0.0,0.0
470,45.7,59.64,57.6,24.13,3.57,0.78,76.91,82.24,59.7,99.43,0.0,93.51,85.92,46.87,78.09,84.98,73.77,0.0,0.0
471,45.7,59.64,45.79,24.13,3.57,0.78,75.98,82.24,59.64,97.64,0.0,93.51,85.89,46.87,78.09,84.97,73.77,0.0,0.0
472,58.55,43.37,45.79,3.57,0.78,75.98,82.24,59.51,95.6,0.0,93.78,86.26,46.87,78.32,84.73,73.95,0.0,44.14,8.0
473,42.58,59.51,49.29,35.76,3.57,0.78,75.06,82.24,59.51,99.55,0.0,93.78,86.24,46.87,77.87,84.73,73.95,0.0,0.0
474,42.58,55.39,52.8,35.76,3.57,0.78,74.13,82.24,59.38,99.62,0.0,93.78,86.24,46.87,77.87,84.73,73.77,0.0,0.0
475,42.58,54.74,53.27,35.76,3.57,0.78,74.13,79.92,59.32,97.64,0.0,93.78,86.19,46.87,77.87,84.97,73.86,0.0,0.0
476,42.58,55.13,49.37,35.76,3.57,0.78,72.28,79.92,59.26,98.02,0.0,93.78,86.2,46.87,77.87,84.97,73.86,0.0,0.0
477,40.23,55.34,45.01,35.76,3.57,0.78,72.28,79.92,59.32,100.0,0.0,93.78,86.2,46.87,78.08,84.96,73.69,0.0,0.0
478,34.37,54.46,44.65,35.76,3.57,0.78,71.35,79.92,59.06,96.69,0.0,92.43,86.19,46.87,78.07,84.96,73.69,0.0,0.0
479,29.69,54.9,43.49,35.76,3.57,0.78,69.5,79.92,58.87,94.84,0.0,91.89,86.17,46.87,78.07,92.31,73.69,0.0,0.0
480,27.34,54.46,43.02,35.76,3.57,0.78,69.5,77.01,58.93,92.41,0.0,91.62,86.16,46.87,78.75,92.31,73.69,0.0,0.0
481,26.17,54.9,43.84,35.76,3.57,0.78,69.5,77.01,58.93,96.3,0.0,91.35,86.15,46.87,78.75,92.3,73.69,0.0,0.0
482,25.0,50.38,44.93,35.76,3.57,0.78,69.5,77.01,59.0,99.49,0.0,91.08,86.15,46.87,78.75,92.3,73.69,0.0,0.0
483,25.0,50.77,45.47,35.76,3.57,0.78,68.58,77.86,58.93,100.0,0.0,89.46,86.26,46.87,78.29,92.29,73.69,0.0,0.0
484,25.0,50.77,44.9,35.85,3.57,0.78,68.58,77.86,58.1,98.02,0.0,91.62,86.25,46.87,78.75,90.83,73.69,0.0,0.0
485,25.0,50.38,43.87,35.85,3.57,0.78,68.58,77.86,57.91,97.7,0.0,89.46,86.25,46.87,78.52,90.68,73.25,0.0,0.0
486,25.0,50.77,40.68,35.85,3.57,0.78,68.58,77.86,57.84,98.21,0.0,89.46,86.22,46.87,78.07,90.62,73.25,0.0,0.0
487,25.0,50.38,39.74,35.85,3.57,0.78,67.65,77.86,57.84,96.68,0.0,87.57,86.21,46.87,78.07,90.08,73.17,0.0,0.0
488,25.0,50.38,39.16,35.85,3.57,0.78,67.65,77.86,57.84,94.89,0.0,88.11,86.21,46.87,78.52,90.8,73.17,0.0,0.0
489,25.0,46.3,38.46,35.85,3.57,0.78,67.65,77.86,57.84,99.23,0.0,88.65,86.19,46.87,78.52,90.8,73.69,0.0,0.0
490,25.0,46.3,37.89,35.85,3.57,0.78,67.65,77.86,57.84,94.83,0.0,89.46,86.2,46.87,78.52,90.8,73.69,0.0,0.0
491,25.0,46.3,37.17,35.85,3.57,0.78,68.58,77.86,57.84,89.15,0.0,87.3,85.75,46.87,78.52,90.8,73.69,0.0,0.0
492,25.0,46.26,36.94,38.08,3.57,0.78,68.58,77.83,57.84,91.7,0.0,88.38,85.75,46.87,78.52,91.12,73.69,0.0,0.0
493,25.0,46.3,36.82,37.98,3.57,0.78,68.58,77.83,57.84,93.49,0.0,89.19,85.73,46.87,78.52,89.97,73.6,0.0,0.0
494,25.0,46.65,36.12,37.98,3.57,0.78,68.58,77.76,57.84,93.43,0.0,89.19,85.73,46.87,78.52,91.93,72.73,0.0,0.0
495,25.0,46.3,36.12,37.98,3.57,0.78,68.58,77.74,57.59,93.3,0.0,87.84,85.72,46.87,78.52,91.72,72.82,0.0,0.0
496,25.0,46.65,35.53,37.98,3.57,0.78,68.58,77.71,57.59,93.04,0.0,88.65,85.72,46.87,78.52,91.71,73.17,0.0,0.0
497,25.0,46.65,35.14,37.98,3.57,0.78,68.58,77.11,56.88,92.92,0.0,88.65,85.71,46.87,78.52,92.1,73.17,0.0,0.0
498,25.0,46.3,35.14,37.98,3.57,0.78,68.58,77.08,56.88,92.85,0.0,88.11,85.7,46.87,78.52,91.95,73.17,0.0,0.0
499,23.83,46.3,35.14,37.98,3.57,0.78,68.58,77.08,56.94,90.22,0.0,88.11,85.68,46.87,78.75,91.31,73.17,0.0,0.0
500,23.83,46.3,35.14,37.98,3.57,0.78,68.58,77.08,56.88,90.1,0.0,88.11,85.67,46.87,78.75,90.35,73.17,0.0,0.0
501,23.83,46.65,35.14,37.98,3.57,0.78,68.58,77.08,56.88,90.02,0.0,88.11,85.67,46.87,78.75,91.07,72.65,0.0,0.0
502,23.83,47.01,35.14,35.66,3.21,0.78,68.58,77.08,56.88,90.02,0.0,85.41,85.67,46.87,78.75,88.15,72.82,0.0,0.0
503,23.83,46.65,35.14,35.66,3.21,0.78,67.65,77.08,56.88,87.9,0.0,85.41,84.61,46.87,78.75,87.88,72.82,0.0,0.0
504,23.83,46.26,34.75,35.66,3.21,0.78,67.65,74.18,56.88,0.0,0.0,83.51,84.57,46.87,78.75,90.62,72.65,0.0,1.0
505,23.83,46.26,34.36,35.66,3.21,0.78,68.58,74.18,56.88,88.87,0.0,83.51,84.56,46.87,78.75,91.19,72.65,0.0,0.0
506,23.83,46.3,34.36,35.66,3.21,0.78,68.58,74.18,56.88,88.86,0.0,83.51,84.51,46.87,78.75,90.46,72.65,0.0,0.0
507,46.65,38.07,34.36,35.66,3.21,0.78,69.5,74.15,56.94,0.0,82.16,0.0,46.87,78.52,88.15,72.65,0.0,23.83,3.0
508,23.83,46.09,34.36,35.66,3.21,0.78,70.43,74.1,56.94,0.0,0.0,82.16,84.46,46.87,78.86,88.11,72.65,0.0,1.0
509,23.83,46.3,34.36,35.66,3.21,0.78,70.43,74.08,56.94,87.52,0.0,82.16,84.46,46.87,78.86,87.87,72.65,0.0,0.0
510,23.83,46.35,34.44,35.66,3.21,0.78,70.43,74.06,56.94,82.02,0.0,82.16,84.46,46.87,78.86,87.09,72.65,0.0,0.0
511,23.83,46.65,34.36,35.66,3.21,0.78,70.43,74.06,56.94,81.7,0.0,82.16,84.46,46.87,78.86,87.09,72.65,0.0,0.0
512,23.83,46.65,34.36,35.66,3.21,0.78,70.43,74.06,56.94,81.64,0.0,82.16,84.43,46.87,78.75,87.08,72.65,0.0,0.0
513,23.83,46.3,34.36,35.66,3.21,0.78,70.43,74.03,56.94,81.55,0.0,81.62,84.42,46.87,78.86,87.75,72.65,0.0,0.0
514,23.83,46.65,34.36,35.66,3.21,0.78,70.43,74.03,56.94,81.61,0.0,81.62,84.31,46.87,78.98,86.92,72.65,0.0,0.0
515,23.83,46.3,34.36,33.33,3.21,0.78,70.43,74.03,56.82,82.0,0.0,80.27,84.38,46.87,77.3,86.97,72.65,0.0,0.0
516,23.83,46.3,34.4,33.33,3.21,0.78,70.43,74.03,56.82,83.79,0.0,80.27,85.29,46.87,78.09,86.65,72.65,0.0,0.0
517,23.83,46.87,34.48,33.33,3.21,0.78,70.43,74.03,56.82,87.83,0.0,80.81,85.4,46.87,78.89,85.14,72.65,0.0,0.0
518,23.83,46.3,34.36,33.33,3.21,0.78,70.43,74.03,56.82,87.64,0.0,79.19,85.38,46.87,78.86,87.39,72.13,0.0,0.0
519,23.83,46.65,34.36,31.01,3.21,0.78,70.43,74.03,0.0,83.65,0.0,79.73,85.34,46.87,78.85,90.9,72.82,0.0,1.0
520,23.83,46.65,34.36,31.01,3.21,0.78,71.35,74.03,0.0,84.24,0.0,80.27,85.34,46.87,78.37,87.47,72.82,0.0,1.0
521,23.83,46.65,29.13,31.01,3.21,0.78,71.35,74.03,0.0,81.61,0.0,80.81,85.43,46.87,78.82,82.92,72.82,0.0,1.0
522,23.83,46.3,27.96,31.01,3.21,0.78,72.28,74.03,0.0,88.94,0.0,87.03,85.43,46.87,78.67,85.25,72.82,0.0,1.0
523,23.83,46.3,27.64,28.68,3.21,0.78,72.28,74.03,55.92,89.74,0.0,87.03,85.44,46.87,78.68,87.65,73.17,0.0,0.0
524,23.83,44.46,27.37,28.68,3.21,0.78,72.28,74.03,56.05,91.7,0.0,85.14,85.41,46.87,78.85,87.41,73.17,0.0,0.0
525,28.52,44.59,32.36,28.68,3.21,0.78,72.28,74.03,57.91,0.0,0.0,85.14,85.41,46.87,78.84,86.93,73.17,0.0,1.0
526,28.52,44.59,35.55,28.68,3.21,0.78,72.28,74.03,58.23,99.13,0.0,84.86,85.24,46.87,78.84,86.93,72.99,0.0,0.0
527,44.26,35.04,37.36,28.68,3.21,0.78,72.28,74.03,58.23,94.76,0.0,83.51,85.25,78.74,86.69,72.99,0.0,28.52,0.0
528,44.26,35.04,39.25,28.68,3.21,0.78,68.58,74.03,59.26,96.14,0.0,83.51,85.22,78.74,86.93,72.99,0.0,28.52,0.0
529,44.59,37.31,38.17,28.68,3.21,0.78,68.58,74.03,61.12,99.2,0.0,84.05,85.16,78.62,87.65,72.99,0.0,28.52,0.0
530,44.26,37.31,38.08,26.36,3.21,0.78,68.58,74.03,59.96,92.36,0.0,83.51,85.21,78.48,87.65,72.99,0.0,28.52,0.0
531,44.26,34.66,37.81,24.03,3.21,0.78,68.58,74.03,60.6,95.41,0.0,83.78,85.23,77.65,88.12,72.99,0.0,28.52,0.0
532,44.13,34.66,38.05,21.71,3.21,0.78,68.58,71.12,60.67,99.13,0.0,84.32,84.98,77.57,88.12,72.21,0.0,33.2,0.0
533,44.33,35.8,37.89,19.38,3.21,0.78,68.58,71.12,60.03,99.2,0.0,85.41,85.04,78.69,90.36,71.52,0.0,33.2,0.0
534,44.13,37.5,37.79,17.05,3.21,0.78,68.58,71.12,60.03,99.27,0.0,83.24,84.95,78.48,91.57,72.65,0.0,34.37,0.0
535,43.69,38.83,35.06,17.05,3.21,0.78,68.58,71.1,60.41,99.27,0.0,83.24,84.89,77.54,90.32,72.65,0.0,34.37,0.0
536,44.13,35.51,35.06,17.05,3.21,0.78,68.58,71.1,60.6,99.27,0.0,80.0,81.69,75.36,90.81,72.65,0.0,33.59,0.0
537,44.79,37.31,35.18,17.05,3.21,0.78,68.58,71.1,60.92,98.84,0.0,80.81,81.72,77.84,91.05,73.17,0.0,32.03,0.0
538,44.34,36.36,35.14,17.05,3.21,0.78,68.58,71.1,60.28,99.05,0.0,84.32,81.62,73.7,91.05,73.17,0.0,32.03,0.0
539,44.33,34.47,35.14,17.05,3.21,0.78,67.65,71.1,60.22,99.27,0.0,87.57,81.82,74.69,89.28,73.25,0.0,51.95,0.0
540,44.13,33.14,35.38,17.05,3.21,0.78,66.72,71.1,60.22,99.27,0.0,87.57,81.35,76.03,89.28,73.95,0.0,50.39,0.0
541,44.13,32.95,35.38,17.05,3.21,0.78,67.65,65.87,60.41,99.27,0.0,89.19,79.3,72.03,89.28,73.95,0.0,51.56,0.0
542,44.01,31.44,34.79,17.05,3.21,0.78,67.65,65.87,60.54,99.12,0.0,87.57,78.91,76.03,89.28,74.38,0.0,51.56,0.0
543,44.13,31.44,34.79,17.15,3.21,0.78,67.65,65.87,60.8,98.1,0.0,89.73,79.65,76.25,89.04,74.39,0.0,60.94,0.0
544,44.13,31.44,36.0,17.15,3.21,0.78,67.65,65.87,62.08,98.16,0.0,89.73,79.53,76.28,89.48,74.38,0.0,60.94,0.0
545,44.46,31.44,35.96,16.96,3.21,0.78,67.65,65.87,61.95,98.83,0.0,90.27,79.15,76.51,89.0,74.38,0.0,59.37,0.0
546,44.46,31.44,35.26,16.96,3.21,0.78,67.65,65.87,61.69,98.9,0.0,90.27,79.14,76.04,90.08,74.29,0.0,53.12,0.0
547,44.13,31.44,35.3,16.96,3.21,0.78,67.65,65.87,61.69,98.09,0.0,90.81,79.23,76.47,90.08,74.29,0.0,48.44,0.0
548,43.69,31.44,34.97,16.96,3.21,0.78,66.72,65.87,61.69,98.53,0.0,91.08,78.74,78.05,89.88,74.29,0.0,45.31,0.0
549,48.21,31.44,35.39,16.96,3.21,0.78,66.72,65.29,61.69,98.6,0.0,91.08,78.77,78.05,89.88,74.12,0.0,45.31,0.0
550,60.46,31.44,35.78,16.96,3.21,0.78,66.72,65.29,61.69,98.31,0.0,90.54,78.86,79.01,89.28,73.77,0.0,45.31,0.0
551,60.46,30.3,35.78,16.96,3.21,0.78,66.72,65.29,61.63,98.68,0.0,89.19,78.87,78.09,89.28,73.72,0.0,44.14,0.0
552,60.95,30.3,34.81,16.96,3.21,0.78,66.72,65.7,61.63,98.82,0.0,91.08,78.92,77.64,89.28,73.55,0.0,44.14,0.0
553,60.95,30.3,35.55,16.86,3.21,0.78,66.72,65.7,61.63,98.6,0.0,91.08,79.3,74.22,87.15,73.72,0.0,44.14,0.0
554,60.82,30.3,36.25,16.86,3.21,0.78,66.72,66.28,61.25,99.12,0.0,91.08,78.58,76.04,85.97,73.72,0.0,44.14,0.0
555,60.46,28.12,36.25,16.86,3.21,0.78,66.72,66.11,61.25,99.26,0.0,91.35,79.04,76.04,85.44,73.95,0.0,44.14,0.0
556,60.95,28.12,36.25,16.86,3.21,0.78,66.72,66.11,60.99,98.31,0.0,90.81,77.13,75.81,85.44,73.95,0.0,44.14,0.0
557,60.46,28.12,35.86,16.86,3.21,0.78,66.72,68.44,60.99,99.19,0.0,91.35,77.72,76.04,83.19,74.82,0.0,42.58,0.0
558,60.95,43.84,33.33,16.96,3.39,0.78,65.8,77.74,60.92,99.26,0.0,89.73,79.28,76.93,83.19,74.38,0.0,42.58,0.0
559,60.46,41.67,32.16,16.96,3.39,0.78,65.8,78.32,60.67,98.53,0.0,89.73,79.06,74.99,83.19,74.15,0.0,42.58,0.0
560,60.31,41.86,32.24,16.96,3.39,0.78,65.8,84.13,61.12,96.17,0.0,89.73,74.32,75.26,83.19,74.41,0.0,42.58,0.0
561,60.46,41.86,31.69,16.96,3.57,0.78,65.8,83.55,61.95,96.98,0.0,89.46,77.41,75.26,83.19,74.41,0.0,45.31,0.0
562,60.46,41.67,31.57,14.63,3.57,0.78,67.65,82.39,61.95,96.83,0.0,87.84,78.74,75.33,84.88,74.59,0.0,43.75,0.0
563,56.83,41.67,31.61,14.63,3.57,0.78,69.5,81.78,61.95,96.39,0.0,87.03,77.78,75.1,84.64,74.41,0.0,45.31,0.0
564,56.83,41.67,31.93,14.63,3.57,0.78,65.8,81.2,62.14,96.23,0.0,85.95,77.95,74.19,84.88,74.41,0.0,45.31,0.0
565,41.67,49.26,32.82,14.53,3.57,0.78,72.28,87.02,61.5,96.15,0.0,89.19,74.19,84.88,74.41,0.0,48.44,56.38,1.0
566,56.38,40.53,32.82,14.53,3.57,0.78,73.21,86.94,61.95,95.78,0.0,88.11,75.1,73.97,84.88,74.76,0.0,48.44,0.0
567,56.06,40.34,32.47,14.53,3.57,0.78,72.28,86.89,61.76,93.63,0.0,87.57,74.81,74.23,84.64,74.76,0.0,48.44,0.0
568,56.38,40.34,32.47,14.53,3.57,0.78,72.28,86.87,62.59,93.04,0.0,87.84,74.23,73.33,84.88,74.76,0.0,48.44,0.0
569,56.38,39.96,34.46,14.63,3.57,0.78,72.28,86.29,62.91,92.96,0.0,87.84,72.78,75.39,84.87,74.41,0.0,48.44,0.0
570,56.44,34.94,34.69,14.63,3.57,0.78,72.28,86.26,63.56,98.21,0.0,87.84,70.88,75.01,84.51,74.76,0.0,46.87,0.0
571,60.46,33.81,34.11,14.63,3.57,0.78,72.28,86.24,63.3,99.14,0.0,90.54,68.63,79.58,84.75,75.11,0.0,46.87,0.0
572,60.57,33.81,34.85,14.63,3.57,0.78,72.28,86.24,60.8,98.49,0.0,91.62,68.14,78.89,84.75,75.11,0.0,46.87,0.0
573,60.95,33.81,34.11,14.63,3.57,0.78,71.35,86.24,60.48,98.2,0.0,91.62,69.82,77.28,84.51,75.2,0.0,50.0,0.0
574,60.95,33.62,35.28,14.63,3.57,0.78,71.35,86.22,59.83,94.94,0.0,89.73,69.95,74.77,84.51,75.37,0.0,54.69,0.0
575,60.46,33.62,34.11,14.63,3.57,0.78,70.43,86.22,59.96,93.25,0.0,91.62,69.93,73.63,84.51,75.57,0.0,56.25,0.0
576,60.05,33.62,35.32,14.63,3.57,0.78,70.43,86.22,60.09,94.47,0.0,92.7,68.37,72.72,84.75,75.92,0.0,53.12,0.0
577,60.95,34.0,34.74,14.63,3.57,0.78,69.5,86.8,59.83,97.63,0.0,92.7,68.54,71.81,84.75,75.92,0.0,57.81,0.0
578,61.46,34.0,34.03,14.73,3.57,0.78,69.5,86.77,59.77,98.7,0.0,92.7,68.62,71.81,84.51,76.27,0.0,57.81,0.0
579,60.46,33.62,34.25,14.73,3.57,0.78,69.5,86.75,60.41,97.93,0.0,89.73,68.61,72.59,84.51,76.27,0.0,54.3,0.0
580,60.46,33.62,34.25,14.73,3.57,0.78,69.5,86.7,60.41,99.23,0.0,89.73,68.61,72.82,84.75,76.44,0.0,51.17,0.0
581,60.95,32.48,34.25,14.63,3.57,0.78,69.5,86.68,60.35,95.4,0.0,90.54,68.62,72.59,84.75,76.44,0.0,46.87,0.0
582,60.46,32.48,34.84,15.79,3.57,0.78,69.5,86.68,60.35,99.23,0.0,87.03,68.54,72.58,84.75,76.15,0.0,46.87,0.0
583,60.46,32.48,33.7,14.63,3.57,0.78,69.5,87.21,60.35,99.23,0.0,87.57,65.29,72.56,84.75,75.72,0.0,46.87,0.0
584,60.95,32.48,29.3,15.21,3.57,0.78,68.58,87.21,58.42,98.85,0.0,87.84,66.06,72.52,84.75,75.63,0.0,46.87,0.0
585,60.81,31.34,44.99,15.21,3.57,0.78,65.8,87.21,60.28,98.77,0.0,88.65,69.3,71.82,84.75,75.57,0.0,46.87,0.0
586,60.95,31.34,44.36,15.12,3.57,0.78,63.02,87.21,60.28,98.77,0.0,86.76,68.43,72.05,84.75,75.57,0.0,46.87,0.0
587,60.95,31.34,44.01,15.12,3.57,0.78,62.09,87.21,60.22,100.0,0.0,85.95,68.46,72.28,84.75,75.57,0.0,46.87,0.0
588,61.46,31.34,43.54,15.12,3.57,0.78,61.17,87.21,60.35,100.0,0.0,85.95,68.41,71.36,84.75,74.88,0.0,45.7,0.0
589,60.95,31.34,43.78,15.12,3.57,0.78,62.09,87.16,60.35,100.0,0.0,86.22,68.65,72.96,84.75,75.4,0.0,48.83,0.0
590,60.95,30.21,43.58,22.09,3.57,0.78,62.09,87.14,60.28,99.46,0.0,86.22,68.8,72.5,84.75,75.4,0.0,50.39,0.0
591,60.95,30.21,44.83,24.42,3.57,0.78,62.09,87.09,60.28,99.85,0.0,87.57,68.79,74.1,84.51,75.4,0.0,50.39,0.0
592,61.46,31.16,44.83,22.09,3.57,0.78,62.09,88.15,60.15,99.61,0.0,89.46,68.85,73.65,84.75,75.4,0.0,50.39,0.0
593,60.95,30.02,45.47,24.42,3.57,0.78,62.09,89.22,60.67,0.0,0.0,89.46,67.81,73.19,84.75,75.31,0.0,50.39,1.0
594,61.33,29.83,44.01,24.42,3.57,0.78,62.09,89.17,60.6,98.99,0.0,89.46,65.55,73.02,84.75,75.48,0.0,50.39,0.0
595,60.95,29.83,43.89,24.42,3.57,0.78,61.17,89.17,60.92,97.99,0.0,89.46,68.89,79.38,84.75,75.31,0.0,50.39,0.0
596,60.95,29.83,44.01,24.42,3.57,0.78,61.17,89.17,60.92,99.3,0.0,89.46,65.6,80.28,84.75,74.96,0.0,50.39,0.0
597,60.95,29.83,44.71,24.42,3.57,0.78,61.17,89.17,60.92,98.69,0.0,89.46,65.57,80.28,84.75,74.96,0.0,50.39,0.0
598,61.46,29.83,43.48,24.42,3.57,0.78,61.17,90.33,61.25,98.37,0.0,87.3,62.68,79.81,84.75,74.1,0.0,50.39,0.0
599,61.46,29.83,43.54,24.42,3.57,0.78,61.17,90.33,59.0,99.84,0.0,87.3,62.48,79.55,84.75,74.1,0.0,50.39,0.0
600,60.95,29.83,43.54,24.42,3.39,0.78,60.24,90.33,61.82,99.92,0.0,86.49,63.16,79.65,84.75,74.79,0.0,50.39,0.0
601,57.86,29.64,44.01,23.26,3.39,0.78,60.24,90.31,61.82,99.84,0.0,86.49,66.06,79.56,84.75,74.79,0.0,50.39,0.0
602,57.86,29.64,44.01,21.51,3.39,0.78,60.24,90.29,60.92,99.92,0.0,86.22,65.67,72.96,84.75,74.44,0.0,50.39,0.0
603,58.42,28.5,44.6,21.22,3.39,0.78,60.24,90.29,60.67,99.76,0.0,88.38,67.73,80.01,84.51,74.44,0.0,50.39,0.0
604,57.42,28.79,45.77,21.8,3.39,0.78,58.39,90.26,61.5,99.84,0.0,88.38,68.56,79.63,84.51,73.92,0.0,50.39,0.0
605,58.16,28.6,45.51,21.71,3.39,0.78,62.09,90.24,60.48,99.92,0.0,88.38,64.94,78.28,84.75,74.1,0.0,50.39,0.0
